,Dokumen1,Dokumen2,Dokumen3,Dokumen4,Dokumen5
beginning,0.007820623358078151,0.02587719693473217,0.013601102807759748,0.02125260695169454,0.023043203027144563
begun,0.0054958066267172725,0.0,0.006371958476032771,0.0,0.008096604458426028
behind,0.008206228142153835,0.0,0.0,0.0,0.0
belief,0.0,0.0,0.007676222957154791,0.0,0.019507767118240107
believe,0.006620733194475637,0.0,0.023028668871464375,0.0,0.0
believing,0.008206228142153835,0.0,0.0,0.0,0.0
bellarmine,0.0,0.010861240696702735,0.0,0.0,0.0
benedict,0.0,0.008762780606167246,0.007676222957154791,0.0,0.0
beneficiary,0.0,0.0,0.009514480497267648,0.0,0.0
bent,0.0,0.0,0.0,0.0,0.012089687260759943
beside,0.0,0.0,0.009514480497267648,0.0,0.0
besides,0.006620733194475637,0.008762780606167246,0.0,0.0,0.0
best,0.0,0.0,0.0,0.0,0.012089687260759943
betrayal,0.004623245791911063,0.006119033553067257,0.0,0.008375805112352504,0.006811118919143182
betting,0.0,0.0,0.009514480497267648,0.0,0.0
bewail,0.0,0.0,0.009514480497267648,0.0,0.0
biggest,0.0,0.0,0.0,0.0,0.012089687260759943
bilby,0.008206228142153835,0.0,0.0,0.0,0.0
binding,0.0,0.010861240696702735,0.0,0.0,0.0
biography,0.0,0.0,0.0,0.0,0.012089687260759943
birth,0.0054958066267172725,0.007273899477481921,0.0,0.0,0.008096604458426028
bishop,0.027739474751466375,0.006119033553067257,0.016080877045785133,0.06700644089882003,0.0
black,0.0,0.014547798954963841,0.06371958476032771,0.04978299587823949,0.0
blasphemy,0.0,0.0,0.009514480497267648,0.0,0.0
bless,0.0,0.0,0.0,0.01199459717993677,0.02926165067736016
blessed,0.011730935037117227,0.005175439386946434,0.009067401871839832,0.028336809268926056,0.09217281210857825
blessing,0.027739474751466375,0.0,0.005360292348595044,0.016751610224705008,0.03405559459571591
blood,0.009246491583822127,0.0,0.010720584697190089,0.008375805112352504,0.006811118919143182
bloody,0.0,0.0,0.009514480497267648,0.0,0.0
bodily,0.0,0.010861240696702735,0.0,0.0,0.0
body,0.009246491583822127,0.006119033553067257,0.05360292348595044,0.016751610224705008,0.0
bond,0.0,0.0,0.009514480497267648,0.0,0.0
book,0.009246491583822127,0.0,0.032161754091570266,0.033503220449410016,0.013622237838286365
bottom,0.0,0.0,0.009514480497267648,0.0,0.0
bound,0.0,0.02628834181850174,0.007676222957154791,0.0,0.0
boundless,0.0,0.0,0.009514480497267648,0.0,0.0
bountiful,0.0,0.0,0.0,0.0,0.012089687260759943
bow,0.0,0.0,0.009514480497267648,0.0,0.0
box,0.0,0.0,0.0,0.0,0.04835874904303977
braid,0.0,0.0,0.0,0.0,0.012089687260759943
braided,0.0,0.0,0.0,0.0,0.012089687260759943
branch,0.0,0.0,0.0,0.0,0.07253812356455966
brazil,0.0,0.0,0.009514480497267648,0.0,0.0
bread,0.009246491583822127,0.0,0.021441169394380177,0.07538224601117254,0.006811118919143182
break,0.006620733194475637,0.0,0.007676222957154791,0.0,0.0
breaking,0.006620733194475637,0.0,0.007676222957154791,0.0,0.0
breathed,0.0,0.0,0.0,0.014866994038353155,0.0
brethren,0.0,0.0,0.0,0.02973398807670631,0.0
bridegroom,0.0,0.0,0.009514480497267648,0.0,0.0
brief,0.0,0.0,0.009514480497267648,0.0,0.0
bright,0.006620733194475637,0.0,0.0,0.01199459717993677,0.0
brilliantly,0.008206228142153835,0.0,0.0,0.0,0.0
bring,0.006620733194475637,0.0,0.0,0.0,0.009753883559120054
broadcast,0.0,0.0,0.009514480497267648,0.0,0.0
broke,0.0,0.0,0.009514480497267648,0.0,0.0
broken,0.008206228142153835,0.0,0.0,0.0,0.0
broth,0.0,0.010861240696702735,0.0,0.0,0.0
brought,0.0,0.0,0.04605733774292875,0.0,0.019507767118240107
buffet,0.0,0.010861240696702735,0.0,0.0,0.0
building,0.0,0.0,0.0,0.0,0.012089687260759943
bull,0.0,0.010861240696702735,0.0,0.0,0.0
bunny,0.05744359699507684,0.0,0.0,0.0,0.0
burial,0.006620733194475637,0.0,0.06908600661439313,0.0,0.0
burned,0.0,0.0,0.0,0.0,0.012089687260759943
burning,0.0,0.0,0.0,0.0,0.024179374521519886
business,0.0,0.0,0.009514480497267648,0.0,0.0
butter,0.0,0.0325837220901082,0.0,0.0,0.0
buttonhole,0.0,0.0,0.0,0.0,0.012089687260759943
cable,0.0,0.0,0.0,0.014866994038353155,0.0
calculate,0.008206228142153835,0.0,0.0,0.0,0.0
calculated,0.006620733194475637,0.0,0.007676222957154791,0.0,0.0
calculating,0.013241466388951274,0.0,0.007676222957154791,0.0,0.0
calculation,0.01986219958342691,0.0,0.015352445914309582,0.0,0.0
calendar,0.13686090876636767,0.005175439386946434,0.03626960748735933,0.014168404634463028,0.017282402270358422
call,0.004623245791911063,0.006119033553067257,0.010720584697190089,0.02512741533705751,0.0
calling,0.0,0.0,0.0,0.014866994038353155,0.0
came,0.0039103116790390755,0.005175439386946434,0.013601102807759748,0.007084202317231514,0.005760800756786141
canada,0.004623245791911063,0.012238067106134514,0.02680146174297522,0.008375805112352504,0.0
candelabrum,0.0,0.0,0.009514480497267648,0.0,0.0
candle,0.006620733194475637,0.0,0.0,0.01199459717993677,0.0
candlelight,0.0,0.0,0.009514480497267648,0.0,0.0
candy,0.027479033133586364,0.0,0.0,0.009956599175647897,0.024289813375278083
canon,0.0,0.1139161478801742,0.038381114785773954,0.0,0.0
canonical,0.0,0.014547798954963841,0.0,0.009956599175647897,0.03238641783370411
canopy,0.0,0.0,0.019028960994535295,0.0,0.0
capital,0.0,0.0,0.009514480497267648,0.0,0.0
capybara,0.0,0.010861240696702735,0.0,0.0,0.0
cardinal,0.0,0.0,0.0,0.0,0.012089687260759943
care,0.0,0.0,0.007676222957154791,0.0,0.009753883559120054
carefully,0.0,0.0,0.0,0.0,0.012089687260759943
carried,0.0,0.0,0.03185979238016386,0.019913198351295795,0.016193208916852057
carry,0.0,0.0,0.015352445914309582,0.0,0.02926165067736016
carrying,0.0,0.0,0.009514480497267648,0.0,0.0
case,0.010991613253434545,0.007273899477481921,0.012743916952065542,0.0,0.0
cast,0.0,0.0,0.009514480497267648,0.0,0.0
category,0.0,0.010861240696702735,0.0,0.0,0.0
cathedral,0.0,0.0,0.012743916952065542,0.019913198351295795,0.016193208916852057
catholic,0.015641246716156302,0.11903510589976797,0.06800551403879875,0.07084202317231514,0.06912960908143369
catholicism,0.0,0.0,0.0,0.014866994038353155,0.0
catholicon,0.0,0.0,0.009514480497267648,0.0,0.0
causing,0.0,0.0,0.009514480497267648,0.0,0.0
celebrant,0.0,0.0,0.019028960994535295,0.0,0.0
celebrate,0.018492983167644254,0.0,0.010720584697190089,0.033503220449410016,0.006811118919143182
celebrated,0.027739474751466375,0.0,0.032161754091570266,0.016751610224705008,0.006811118919143182
celebration,0.050834051827507984,0.005175439386946434,0.04533700935919916,0.007084202317231514,0.005760800756786141
cemetery,0.0,0.0,0.0,0.0,0.012089687260759943
center,0.0,0.0,0.02854344149180294,0.0,0.0
centered,0.0,0.0,0.009514480497267648,0.0,0.0
central,0.0,0.0,0.0,0.014866994038353155,0.0
centurion,0.0,0.0,0.02854344149180294,0.0,0.0
century,0.050834051827507984,0.05175439386946434,0.018134803743679664,0.014168404634463028,0.011521601513572281
ceremonially,0.0,0.0,0.0,0.02973398807670631,0.0
ceremony,0.0,0.0,0.03185979238016386,0.0696961942295353,0.008096604458426028
certain,0.004623245791911063,0.0,0.021441169394380177,0.033503220449410016,0.006811118919143182
chalice,0.0,0.0,0.009514480497267648,0.0,0.0
chancel,0.0054958066267172725,0.0,0.006371958476032771,0.019913198351295795,0.0
change,0.006620733194475637,0.008762780606167246,0.0,0.0,0.0
chant,0.0,0.0,0.0,0.0,0.024179374521519886
chanting,0.0,0.0,0.03805792198907059,0.0,0.0
chapter,0.0,0.0,0.0,0.01199459717993677,0.009753883559120054
character,0.006620733194475637,0.0,0.007676222957154791,0.0,0.0
charge,0.0,0.0,0.009514480497267648,0.0,0.0
charitable,0.0,0.010861240696702735,0.0,0.0,0.0
charity,0.0,0.0325837220901082,0.0,0.0,0.0
chee,0.0,0.0,0.0,0.014866994038353155,0.0
cheese,0.0,0.0325837220901082,0.0,0.0,0.0
chicken,0.006620733194475637,0.008762780606167246,0.0,0.0,0.0
chief,0.013241466388951274,0.0,0.015352445914309582,0.0,0.0
chiefly,0.0,0.0,0.0,0.014866994038353155,0.0
child,0.0,0.0,0.019028960994535295,0.0,0.0
childhood,0.0,0.0,0.0,0.0,0.012089687260759943
chile,0.0,0.0,0.009514480497267648,0.0,0.0
china,0.0,0.0,0.009514480497267648,0.0,0.0
chocolate,0.01641245628430767,0.0,0.0,0.0,0.0
choose,0.0,0.008762780606167246,0.007676222957154791,0.0,0.0
choosing,0.0,0.0,0.0,0.0,0.012089687260759943
chosen,0.0,0.0,0.0,0.014866994038353155,0.0
chrism,0.0,0.0,0.0,0.2378719046136505,0.0
chronic,0.0,0.010861240696702735,0.0,0.0,0.0
church,0.10166810365501597,0.1086842271258751,0.17681433650087672,0.262115485737566,0.2016280264875149
churchmanship,0.0,0.0,0.0,0.014866994038353155,0.0
circa,0.006620733194475637,0.0,0.0,0.0,0.009753883559120054
circuit,0.0,0.0,0.009514480497267648,0.0,0.0
citation,0.006620733194475637,0.0,0.007676222957154791,0.0,0.0
city,0.009246491583822127,0.0,0.005360292348595044,0.008375805112352504,0.03405559459571591
civil,0.006620733194475637,0.0,0.0,0.02398919435987354,0.0
civilian,0.0,0.0,0.0,0.0,0.012089687260759943
classes,0.0,0.010861240696702735,0.0,0.0,0.0
classification,0.0,0.02172248139340547,0.0,0.0,0.0
classified,0.0,0.008762780606167246,0.007676222957154791,0.0,0.0
clean,0.010991613253434545,0.0,0.006371958476032771,0.019913198351295795,0.0
cleaning,0.0,0.0,0.012743916952065542,0.009956599175647897,0.016193208916852057
cleansing,0.0,0.0,0.0,0.014866994038353155,0.0
clergy,0.0,0.0,0.025487833904131084,0.029869797526943694,0.008096604458426028
climate,0.0,0.0,0.0,0.0,0.024179374521519886
climax,0.0,0.0,0.009514480497267648,0.0,0.0
clipping,0.008206228142153835,0.0,0.0,0.0,0.0
close,0.004623245791911063,0.006119033553067257,0.021441169394380177,0.008375805112352504,0.0
closed,0.02198322650686909,0.0,0.057347626284294934,0.009956599175647897,0.0
closeness,0.0,0.0,0.0,0.014866994038353155,0.0
closer,0.0,0.0,0.0,0.02973398807670631,0.0
closure,0.0,0.0,0.009514480497267648,0.0,0.0
cloth,0.0,0.0,0.023028668871464375,0.0,0.009753883559120054
clothing,0.0,0.0,0.0,0.01199459717993677,0.009753883559120054
coast,0.0,0.0,0.0,0.0,0.012089687260759943
cockfighting,0.0,0.0,0.0,0.0,0.012089687260759943
coconut,0.0,0.0,0.0,0.02398919435987354,0.009753883559120054
code,0.0,0.0651674441802164,0.0,0.0,0.0
cognate,0.01641245628430767,0.0,0.0,0.0,0.0
coincide,0.0,0.0,0.009514480497267648,0.0,0.0
coincidence,0.0,0.0,0.0,0.0,0.012089687260759943
cold,0.0,0.0,0.0,0.0,0.024179374521519886
colder,0.0,0.0,0.0,0.0,0.012089687260759943
collation,0.0,0.02172248139340547,0.0,0.0,0.0
collect,0.0,0.0,0.007676222957154791,0.0,0.019507767118240107
collected,0.0,0.0,0.0,0.0,0.012089687260759943
collection,0.0,0.0,0.009514480497267648,0.0,0.0
colonial,0.0,0.0,0.0,0.014866994038353155,0.0
color,0.0,0.0,0.0,0.01199459717993677,0.009753883559120054
colored,0.008206228142153835,0.0,0.0,0.0,0.0
coloring,0.008206228142153835,0.0,0.0,0.0,0.0
colors,0.0,0.0,0.0,0.014866994038353155,0.0
colour,0.0,0.0,0.01911587542809831,0.029869797526943694,0.008096604458426028
colt,0.0,0.0,0.0,0.0,0.012089687260759943
combination,0.006620733194475637,0.0,0.0,0.01199459717993677,0.0
combined,0.0,0.0,0.0,0.014866994038353155,0.0
come,0.004623245791911063,0.006119033553067257,0.03752204644016531,0.0,0.013622237838286365
comes,0.0039103116790390755,0.005175439386946434,0.013601102807759748,0.02125260695169454,0.011521601513572281
coming,0.004623245791911063,0.0,0.010720584697190089,0.008375805112352504,0.013622237838286365
command,0.0,0.008762780606167246,0.007676222957154791,0.0,0.0
commandment,0.0054958066267172725,0.0,0.006371958476032771,0.029869797526943694,0.0
commemorate,0.016487419880151816,0.0,0.006371958476032771,0.0,0.008096604458426028
commemoration,0.0,0.0,0.009514480497267648,0.0,0.0
commemorative,0.008206228142153835,0.0,0.0,0.0,0.0
commence,0.0,0.0,0.009514480497267648,0.0,0.0
commentary,0.0,0.010861240696702735,0.0,0.0,0.0
common,0.023461870074234455,0.0155263181608393,0.02266850467959958,0.02125260695169454,0.023043203027144563
commonly,0.007820623358078151,0.010350878773892867,0.013601102807759748,0.007084202317231514,0.017282402270358422
commonwealth,0.008206228142153835,0.0,0.0,0.0,0.0
communal,0.01641245628430767,0.0,0.0,0.0,0.0
communicant,0.0,0.0,0.0,0.014866994038353155,0.0
communion,0.004623245791911063,0.012238067106134514,0.03752204644016531,0.05863063578646753,0.0
communist,0.0,0.0,0.009514480497267648,0.0,0.0
community,0.018492983167644254,0.012238067106134514,0.0,0.008375805112352504,0.006811118919143182
company,0.008206228142153835,0.0,0.0,0.0,0.0
compassion,0.0,0.0,0.009514480497267648,0.0,0.0
compensation,0.0,0.0,0.009514480497267648,0.0,0.0
complaint,0.008206228142153835,0.0,0.0,0.0,0.0
complementary,0.0,0.010861240696702735,0.0,0.0,0.0
complete,0.0,0.0,0.009514480497267648,0.0,0.0
completely,0.0,0.0,0.0,0.02973398807670631,0.0
completion,0.0,0.010861240696702735,0.0,0.0,0.0
composite,0.0,0.0,0.007676222957154791,0.01199459717993677,0.0
comprise,0.0,0.010861240696702735,0.0,0.0,0.0
compulsory,0.0,0.010861240696702735,0.0,0.0,0.0
computation,0.03972439916685382,0.0,0.007676222957154791,0.0,0.0
computational,0.008206228142153835,0.0,0.0,0.0,0.0
computus,0.006620733194475637,0.0,0.007676222957154791,0.0,0.0
concatenation,0.0,0.0,0.009514480497267648,0.0,0.0
concept,0.008206228142153835,0.0,0.0,0.0,0.0
conception,0.0,0.04344496278681094,0.0,0.0,0.0
concerning,0.006620733194475637,0.008762780606167246,0.0,0.0,0.0
concilium,0.0,0.008762780606167246,0.007676222957154791,0.0,0.0
conclude,0.0,0.0,0.0,0.0,0.012089687260759943
conclusion,0.0,0.0,0.0,0.0,0.012089687260759943
concord,0.008206228142153835,0.0,0.0,0.0,0.0
condemnation,0.0,0.0,0.019028960994535295,0.0,0.0
condemned,0.0,0.0,0.02854344149180294,0.0,0.0
condemning,0.008206228142153835,0.0,0.0,0.0,0.0
conditional,0.008206228142153835,0.0,0.0,0.0,0.0
conference,0.0,0.0651674441802164,0.0,0.0,0.0
confess,0.0,0.0,0.0,0.014866994038353155,0.0
confession,0.0,0.0,0.007676222957154791,0.02398919435987354,0.0
confirm,0.0,0.0,0.0,0.0,0.012089687260759943
confirmation,0.0,0.0,0.007676222957154791,0.02398919435987354,0.0
conflicting,0.0,0.0,0.009514480497267648,0.0,0.0
confusion,0.0,0.0,0.0,0.0,0.012089687260759943
congregation,0.004623245791911063,0.012238067106134514,0.010720584697190089,0.0,0.047677832434002275
congress,0.008206228142153835,0.0,0.0,0.0,0.0
connected,0.0,0.0,0.007676222957154791,0.02398919435987354,0.0
connection,0.006620733194475637,0.008762780606167246,0.0,0.0,0.0
